| pmed1.txt | 127 | 127 | 0.010000 | 339
| pmed1.txt | 127 | 127 | 0.000000 | 184
| pmed2.txt | 98 | 98 | 0.080000 | 3180
| pmed2.txt | 98 | 98 | 0.010000 | 659
| pmed3.txt | 93 | 93 | 0.330000 | 11233
| pmed3.txt | 93 | 93 | 0.310000 | 10397
| pmed4.txt | 74 | 74 | 0.240000 | 9299
| pmed4.txt | 74 | 74 | 0.310000 | 11735
| pmed5.txt | 48 | 48 | 0.010000 | 416
| pmed5.txt | 48 | 48 | 0.030000 | 1213
| pmed6.txt | 84 | 84 | 0.570000 | 4641
| pmed6.txt | 84 | 84 | 0.400000 | 3195
| pmed7.txt | 64 | 64 | 0.200000 | 1814
| pmed7.txt | 64 | 64 | 0.130000 | 1259
| pmed8.txt | 55 | 55 | 4.980000 | 39253
| pmed8.txt | 55 | 55 | 2.380000 | 18811
| pmed9.txt | 37 | 37 | 159.760000 | 974671
| pmed9.txt | 37 | 37 | 12.360000 | 75019
| pmed10.txt | 20 | 21 | 2161.270000 | 15000000
| pmed10.txt | 20 | 21 | 2156.360000 | 15000000
| pmed11.txt | 59 | 59 | 0.750000 | 2364
| pmed11.txt | 59 | 59 | 0.030000 | 82
| pmed12.txt | 51 | 51 | 9.260000 | 28443
| pmed12.txt | 51 | 51 | 24.430000 | 73834
| pmed13.txt | 36 | 37 | 5427.270000 | 15000000
| pmed13.txt | 36 | 37 | 5433.060000 | 15000000
| pmed14.txt | 26 | 29 | 525.520000 | 1500000
| pmed14.txt | 26 | 30 | 525.870000 | 1500000
| pmed15.txt | 18 | 21 | 524.520000 | 1500000
| pmed15.txt | 18 | 21 | 525.790000 | 1500000
| pmed16.txt | 47 | 47 | 0.010000 | 28
| pmed16.txt | 47 | 47 | 0.130000 | 237
| pmed17.txt | 39 | 39 | 97.720000 | 174233
| pmed17.txt | 39 | 39 | 109.680000 | 196254
| pmed18.txt | 28 | 32 | 1064.260000 | 1500000
| pmed18.txt | 28 | 32 | 1081.650000 | 1500000
| pmed19.txt | 18 | 23 | 1112.330000 | 1500000
| pmed19.txt | 18 | 23 | 1107.610000 | 1500000
| pmed20.txt | 13 | 19 | 991.030000 | 1500000
| pmed20.txt | 13 | 19 | 1007.440000 | 1500000
| pmed21.txt | 40 | 40 | 1.100000 | 986
| pmed21.txt | 40 | 40 | 0.710000 | 619
| pmed22.txt | 38 | 39 | 1488.200000 | 1500000
| pmed22.txt | 38 | 39 | 1456.200000 | 1500000
| pmed23.txt | 22 | 26 | 1824.020000 | 1500000
| pmed23.txt | 22 | 26 | 1829.970000 | 1500000
| pmed24.txt | 15 | 20 | 1759.360000 | 1500000
| pmed24.txt | 15 | 20 | 1754.560000 | 1500000
| pmed25.txt | 11 | 17 | 1598.730000 | 1500000
| pmed25.txt | 11 | 17 | 1578.210000 | 1500000
| pmed26.txt | 38 | 38 | 1.970000 | 1133
| pmed26.txt | 38 | 38 | 0.590000 | 312
| pmed27.txt | 32 | 32 | 34.880000 | 24531
| pmed27.txt | 32 | 32 | 114.560000 | 83309
| pmed28.txt | 18 | 22 | 2372.690000 | 1500000
| pmed28.txt | 18 | 22 | 2370.190000 | 1500000
| pmed29.txt | 13 | 17 | 2467.060000 | 1500000
| pmed29.txt | 13 | 18 | 2472.080000 | 1500000
| pmed30.txt | 9 | 15 | 2499.480000 | 1500000
| pmed30.txt | 9 | 15 | 2518.940000 | 1500000
| pmed31.txt | 30 | 30 | 3.170000 | 1462
| pmed31.txt | 30 | 30 | 1.960000 | 856
| pmed32.txt | 29 | 30 | 3409.880000 | 1500000
| pmed32.txt | 29 | 29 | 2574.300000 | 1124518
| pmed33.txt | 15 | 20 | 3821.640000 | 1500000
| pmed33.txt | 15 | 19 | 3756.780000 | 1500000
| pmed34.txt | 11 | 16 | 3470.210000 | 1500000
| pmed34.txt | 11 | 17 | 3482.230000 | 1500000
| pmed35.txt | 30 | 30 | 15.490000 | 6125
| pmed35.txt | 30 | 30 | 1.580000 | 620
| pmed36.txt | 27 | 28 | 4105.050000 | 1500000
| pmed36.txt | 27 | 28 | 4128.320000 | 1500000
| pmed37.txt | 15 | 20 | 4763.630000 | 1500000
| pmed37.txt | 15 | 19 | 4734.500000 | 1500000
| pmed38.txt | 29 | 29 | 0.880000 | 243
| pmed38.txt | 29 | 29 | 0.260000 | 76
| pmed39.txt | 23 | 24 | 5090.380000 | 1500000
| pmed39.txt | 23 | 24 | 5184.250000 | 1500000
| pmed40.txt | 13 | 18 | 6401.810000 | 1500000
| pmed40.txt | 13 | 18 | 6376.300000 | 1500000
